PeakID (cmd=annotatePeaks.pl SPT5.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 2)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_1294	XV	443309	444494	+	0	NA	promoter-TSS (YOR062C)	protein_coding-promoter-TSS (YOR062C)	-370	YOR062C	YOR062C	YOR062C			YOR062C			protein_coding
Interval_946	XII	329142	329592	+	0	NA	promoter-TSS (YLR094C)	protein_coding-promoter-TSS (YLR094C)	-129	YLR094C	YLR094C	YLR094C			GIS3			protein_coding
Interval_543	VII	73616	74631	+	0	NA	promoter-TSS (YGL226C-A)	protein_coding-promoter-TSS (YGL226C-A)	-221	tV(AAC)G3	tV(AAC)G3	tV(AAC)G3			tV(AAC)G3			tRNA
Interval_280	IV	930491	931237	+	0	NA	promoter-TSS (YDR233C)	protein_coding-promoter-TSS (YDR233C)	-265	YDR234W	YDR234W	YDR234W			LYS4			protein_coding
Interval_915	XI	618852	619560	+	0	NA	promoter-TSS (YKR094C)	protein_coding-promoter-TSS (YKR094C)	-456	YKR094C	YKR094C	YKR094C			RPL40B			protein_coding
Interval_1387	XVI	174409	174876	+	0	NA	promoter-TSS (YPL196W)	protein_coding-promoter-TSS (YPL196W)	114	YPL197C	YPL197C	YPL197C			YPL197C			protein_coding
Interval_1060	XIII	225454	225876	+	0	NA	promoter-TSS (YML024W)	protein_coding-promoter-TSS (YML024W)	-224	YML024W	YML024W	YML024W			RPS17A			protein_coding
Interval_421	MT	64456	65077	+	0	NA	TTS (tC(GCA)Q)	tRNA-TTS (tC(GCA)Q)	170	tH(GUG)Q	tH(GUG)Q	tH(GUG)Q			tH(GUG)Q			tRNA
Interval_837	X	662916	663847	+	0	NA	promoter-TSS (YJR127C)	protein_coding-promoter-TSS (YJR127C)	-322	YJR127C	YJR127C	YJR127C			RSF2			protein_coding
Interval_907	XI	559438	559638	+	0	NA	promoter-TSS (YKR062W)	protein_coding-promoter-TSS (YKR062W)	-128	YKR062W	YKR062W	YKR062W			TFA2			protein_coding
Interval_766	X	136011	137227	+	0	NA	promoter-TSS (YJL149W)	protein_coding-promoter-TSS (YJL149W)	154	YJL151C	YJL151C	YJL151C			SNA3			protein_coding
Interval_1224	XIV	586367	587516	+	0	NA	promoter-TSS (YNL024C-A)	protein_coding-promoter-TSS (YNL024C-A)	-121	YNL024C-A	YNL024C-A	YNL024C-A			KSH1			protein_coding
Interval_1157	XIV	76701	76945	+	0	NA	promoter-TSS (YNL295W)	protein_coding-promoter-TSS (YNL295W)	-123	YNL295W	YNL295W	YNL295W			YNL295W			protein_coding
Interval_155	III	211335	212156	+	0	NA	promoter-TSS (YCR047C)	protein_coding-promoter-TSS (YCR047C)	-184	YCR048W	YCR048W	YCR048W			ARE1			protein_coding
Interval_566	VII	284134	284403	+	0	NA	promoter-TSS (YGL119W)	protein_coding-promoter-TSS (YGL119W)	-174	YGL119W	YGL119W	YGL119W			COQ8			protein_coding
Interval_685	VIII	98216	99092	+	0	NA	promoter-TSS (YHL004W)	protein_coding-promoter-TSS (YHL004W)	141	YHL006C	YHL006C	YHL006C			SHU1			protein_coding
Interval_707	VIII	272321	272577	+	0	NA	promoter-TSS (YHR082C)	protein_coding-promoter-TSS (YHR082C)	-178	YHR083W	YHR083W	YHR083W			SAM35			protein_coding
Interval_1088	XIII	424602	424888	+	0	NA	promoter-TSS (YMR078C)	protein_coding-promoter-TSS (YMR078C)	-17	YMR078C	YMR078C	YMR078C			CTF18			protein_coding
Interval_998	XII	758616	759618	+	0	NA	promoter-TSS (YLR312C)	protein_coding-promoter-TSS (YLR312C)	-284	YLR312C	YLR312C	YLR312C			YLR312C			protein_coding
Interval_87	II	486634	486863	+	0	NA	promoter-TSS (YBR123C)	protein_coding-promoter-TSS (YBR123C)	-57	YBR123C	YBR123C	YBR123C			TFC1			protein_coding
Interval_1123	XIII	754170	754640	+	0	NA	promoter-TSS (YMR242C)	protein_coding-promoter-TSS (YMR242C)	108	YMR242W-A	YMR242W-A	YMR242W-A			YMR242W-A			protein_coding
Interval_130	III	40600	41106	+	0	NA	promoter-TSS (YCL048W-A)	protein_coding-promoter-TSS (YCL048W-A)	-129	YCL049C	YCL049C	YCL049C			YCL049C			protein_coding
Interval_1377	XVI	96390	96772	+	0	NA	promoter-TSS (YPL241C)	protein_coding-promoter-TSS (YPL241C)	-323	YPL241C	YPL241C	YPL241C			CIN2			protein_coding
Interval_1333	XV	816923	817172	+	0	NA	promoter-TSS (YOR261C)	protein_coding-promoter-TSS (YOR261C)	-116	YOR261C	YOR261C	YOR261C			RPN8			protein_coding
Interval_1256	XV	108970	110455	+	0	NA	promoter-TSS (YOL109W)	protein_coding-promoter-TSS (YOL109W)	536	YOL110W	YOL110W	YOL110W			SHR5			protein_coding
Interval_1093	XIII	472855	473383	+	0	NA	promoter-TSS (YMR102C)	protein_coding-promoter-TSS (YMR102C)	145	YMR103C	YMR103C	YMR103C			YMR103C			protein_coding
Interval_1424	XVI	502327	503323	+	0	NA	promoter-TSS (YPL024W)	protein_coding-promoter-TSS (YPL024W)	205	YPL025C	YPL025C	YPL025C			YPL025C			protein_coding
Interval_282	IV	954158	955922	+	0	NA	promoter-TSS (YDR246W-A)	protein_coding-promoter-TSS (YDR246W-A)	-93	YDR246W-A	YDR246W-A	YDR246W-A			YDR246W-A			protein_coding
Interval_208	IV	321562	322118	+	0	NA	promoter-TSS (YDL075W)	protein_coding-promoter-TSS (YDL075W)	-288	YDL076C	YDL076C	YDL076C			RXT3			protein_coding
Interval_33	II	74635	75028	+	0	NA	promoter-TSS (YBL079W)	protein_coding-promoter-TSS (YBL079W)	-136	YBL080C	YBL080C	YBL080C			PET112			protein_coding
Interval_1334	XV	825169	826580	+	0	NA	promoter-TSS (YOR268C)	protein_coding-promoter-TSS (YOR268C)	58	YOR268C	YOR268C	YOR268C			YOR268C			protein_coding
Interval_947	XII	341249	341722	+	0	NA	promoter-TSS (YLR099C)	protein_coding-promoter-TSS (YLR099C)	160	YLR099W-A	YLR099W-A	YLR099W-A			MIM2			protein_coding
Interval_548	VII	121883	122579	+	0	NA	promoter-TSS (tK(CUU)G1)	tRNA-promoter-TSS (tK(CUU)G1)	-38	tK(CUU)G1	tK(CUU)G1	tK(CUU)G1			tK(CUU)G1			tRNA
Interval_220	IV	407439	407878	+	0	NA	promoter-TSS (YDL025C)	protein_coding-promoter-TSS (YDL025C)	-452	YDL025C	YDL025C	YDL025C			RTK1			protein_coding
Interval_185	IV	130264	130803	+	0	NA	promoter-TSS (YDL184C)	protein_coding-promoter-TSS (YDL184C)	-49	YDL184C	YDL184C	YDL184C			RPL41A			protein_coding
Interval_376	IX	177500	178138	+	0	NA	promoter-TSS (YIL099W)	protein_coding-promoter-TSS (YIL099W)	-138	YIL100C-A	YIL100C-A	YIL100C-A			YIL100C-A			protein_coding
Interval_679	VIII	48021	48683	+	0	NA	promoter-TSS (YHL028W)	protein_coding-promoter-TSS (YHL028W)	-384	YHL029C	YHL029C	YHL029C			OCA5			protein_coding
Interval_732	VIII	422466	422993	+	0	NA	promoter-TSS (YHR161C)	protein_coding-promoter-TSS (YHR161C)	-343	YHR162W	YHR162W	YHR162W			MPC2			protein_coding
Interval_797	X	378390	378702	+	0	NA	promoter-TSS (YJL036W)	protein_coding-promoter-TSS (YJL036W)	186	tV(AAC)J	tV(AAC)J	tV(AAC)J			tV(AAC)J			tRNA
Interval_24	II	67	353	+	0	NA	promoter-TSS (YBL113W-A)	protein_coding-promoter-TSS (YBL113W-A)	-436	YBL113W-A	YBL113W-A	YBL113W-A			YBL113W-A			protein_coding
Interval_1236	XIV	736044	736968	+	0	NA	promoter-TSS (YNR059W)	protein_coding-promoter-TSS (YNR059W)	-297	YNR059W	YNR059W	YNR059W			MNT4			protein_coding
Interval_923	XII	40483	40782	+	0	NA	promoter-TSS (YLL049W)	protein_coding-promoter-TSS (YLL049W)	-34	YLL049W	YLL049W	YLL049W			LDB18			protein_coding
Interval_637	VII	809467	811482	+	0	NA	TTS (YGR161W-C)	protein_coding-TTS (YGR161W-C)	247	YGR161W-C	YGR161W-C	YGR161W-C			YGR161W-C			protein_coding
Interval_1227	XIV	619817	619988	+	0	NA	promoter-TSS (YNL006W)	protein_coding-promoter-TSS (YNL006W)	-165	YNL006W	YNL006W	YNL006W			LST8			protein_coding
Interval_1338	XV	841704	842598	+	0	NA	promoter-TSS (YOR277C)	protein_coding-promoter-TSS (YOR277C)	31	snR31	snR31	snR31			snR31			snoRNA
Interval_572	VII	366077	366729	+	0	NA	promoter-TSS (YGL076C)	protein_coding-promoter-TSS (YGL076C)	66	snR39B	snR39B	snR39B			snR39B			snoRNA
Interval_319	IV	1269599	1269874	+	0	NA	promoter-TSS (YDR399W)	protein_coding-promoter-TSS (YDR399W)	-332	YDR399W	YDR399W	YDR399W			HPT1			protein_coding
Interval_1382	XVI	110992	111272	+	0	NA	exon (YPL231W, exon 1 of 1)	protein_coding-exon (YPL231W, exon 1 of 1)	2480	YPL231W	YPL231W	YPL231W			FAS2			protein_coding
Interval_537	VII	9	569	+	0	NA	Intergenic	Intergenic	-2501	YGL263W	YGL263W	YGL263W			COS12			protein_coding
Interval_522	VI	101128	101506	+	0	NA	promoter-TSS (YFL019C)	protein_coding-promoter-TSS (YFL019C)	-59	tP(UGG)F	tP(UGG)F	tP(UGG)F			SUF9			tRNA
Interval_367	IX	131915	132310	+	0	NA	promoter-TSS (YIL121W)	protein_coding-promoter-TSS (YIL121W)	-132	YIL121W	YIL121W	YIL121W			QDR2			protein_coding
Interval_1201	XIV	440696	441233	+	0	NA	promoter-TSS (YNL097C-B)	protein_coding-promoter-TSS (YNL097C-B)	-45	YNL097C-B	YNL097C-B	YNL097C-B			YNL097C-B			protein_coding
Interval_1189	XIV	366210	366640	+	0	NA	promoter-TSS (YNL138W)	protein_coding-promoter-TSS (YNL138W)	-316	YNL138W	YNL138W	YNL138W			SRV2			protein_coding
Interval_762	X	111605	111901	+	0	NA	promoter-TSS (YJL164C)	protein_coding-promoter-TSS (YJL164C)	-594	YJL164C	YJL164C	YJL164C			TPK1			protein_coding
Interval_855	XI	93431	93899	+	0	NA	promoter-TSS (YKL185W)	protein_coding-promoter-TSS (YKL185W)	-367	YKL186C	YKL186C	YKL186C			MTR2			protein_coding
Interval_1154	XIV	62957	63680	+	0	NA	promoter-TSS (YNL302C)	protein_coding-promoter-TSS (YNL302C)	-375	YNL302C	YNL302C	YNL302C			RPS19B			protein_coding
Interval_1335	XV	831962	832725	+	0	NA	promoter-TSS (YOR271C)	protein_coding-promoter-TSS (YOR271C)	11	snR8	snR8	snR8			snR8			snoRNA
Interval_369	IX	141912	143053	+	0	NA	promoter-TSS (YIL116W)	protein_coding-promoter-TSS (YIL116W)	-446	YIL116W	YIL116W	YIL116W			HIS5			protein_coding
Interval_580	VII	405460	405687	+	0	NA	promoter-TSS (YGL050W)	protein_coding-promoter-TSS (YGL050W)	103	tR(UCU)G1	tR(UCU)G1	tR(UCU)G1			tR(UCU)G1			tRNA
Interval_202	IV	258473	258781	+	0	NA	promoter-TSS (YDL112W)	protein_coding-promoter-TSS (YDL112W)	-72	YDL113C	YDL113C	YDL113C			ATG20			protein_coding
Interval_1097	XIII	504841	505036	+	0	NA	promoter-TSS (YMR119W)	protein_coding-promoter-TSS (YMR119W)	43	tL(CAA)M	tL(CAA)M	tL(CAA)M			tL(CAA)M			tRNA
Interval_1305	XV	520443	520892	+	0	NA	promoter-TSS (YOR107W)	protein_coding-promoter-TSS (YOR107W)	-686	YOR107W	YOR107W	YOR107W			RGS2			protein_coding
Interval_824	X	603900	604392	+	0	NA	promoter-TSS (YJR093C)	protein_coding-promoter-TSS (YJR093C)	57	YJR093C	YJR093C	YJR093C			FIP1			protein_coding
Interval_597	VII	541600	541938	+	0	NA	promoter-TSS (YGR028W)	protein_coding-promoter-TSS (YGR028W)	-81	tE(UUC)G3	tE(UUC)G3	tE(UUC)G3			tE(UUC)G3			tRNA
Interval_191	IV	202728	202918	+	0	NA	promoter-TSS (YDL141W)	protein_coding-promoter-TSS (YDL141W)	-216	YDL141W	YDL141W	YDL141W			BPL1			protein_coding
Interval_784	X	256874	257180	+	0	NA	promoter-TSS (YJL092W)	protein_coding-promoter-TSS (YJL092W)	-215	YJL093C	YJL093C	YJL093C			TOK1			protein_coding
Interval_608	VII	591600	593272	+	0	NA	promoter-TSS (YGR050C)	protein_coding-promoter-TSS (YGR050C)	6	YGR050C	YGR050C	YGR050C			YGR050C			protein_coding
Interval_888	XI	361989	362440	+	0	NA	promoter-TSS (YKL039W)	protein_coding-promoter-TSS (YKL039W)	-386	YKL040C	YKL040C	YKL040C			NFU1			protein_coding
Interval_646	VII	894184	894945	+	0	NA	promoter-TSS (YGR197C)	protein_coding-promoter-TSS (YGR197C)	-129	YGR198W	YGR198W	YGR198W			YPP1			protein_coding
Interval_216	IV	384364	384867	+	0	NA	promoter-TSS (YDL039C)	protein_coding-promoter-TSS (YDL039C)	-534	YDL039C	YDL039C	YDL039C			PRM7			protein_coding
Interval_347	IV	1493092	1494196	+	0	NA	promoter-TSS (YDR528W)	protein_coding-promoter-TSS (YDR528W)	-618	snR84	snR84	snR84			snR84			snoRNA
Interval_1304	XV	514146	515128	+	0	NA	promoter-TSS (YOR100C)	protein_coding-promoter-TSS (YOR100C)	-359	YOR100C	YOR100C	YOR100C			CRC1			protein_coding
Interval_922	XII	36868	37111	+	0	NA	promoter-TSS (YLL052C)	protein_coding-promoter-TSS (YLL052C)	-628	YLL052C	YLL052C	YLL052C			AQY2			protein_coding
Interval_439	V	99514	100512	+	0	NA	promoter-TSS (YEL027W)	protein_coding-promoter-TSS (YEL027W)	-120	tM(CAU)E	tM(CAU)E	tM(CAU)E			IMT4			tRNA
Interval_1406	XVI	370546	371008	+	0	NA	promoter-TSS (YPL093W)	protein_coding-promoter-TSS (YPL093W)	-114	YPL094C	YPL094C	YPL094C			SEC62			protein_coding
Interval_454	V	194661	195368	+	0	NA	promoter-TSS (YER019C-A)	protein_coding-promoter-TSS (YER019C-A)	-154	YER020W	YER020W	YER020W			GPA2			protein_coding
Interval_39	II	135744	136344	+	0	NA	promoter-TSS (YBL043W)	protein_coding-promoter-TSS (YBL043W)	46	YBL044W	YBL044W	YBL044W			YBL044W			protein_coding
Interval_32	II	60828	61149	+	0	NA	promoter-TSS (YBL087C)	protein_coding-promoter-TSS (YBL087C)	-249	YBL087C	YBL087C	YBL087C			RPL23A			protein_coding
Interval_61	II	292034	292350	+	0	NA	promoter-TSS (YBR025C)	protein_coding-promoter-TSS (YBR025C)	-327	YBR025C	YBR025C	YBR025C			OLA1			protein_coding
Interval_969	XII	543432	543761	+	0	NA	promoter-TSS (YLR195C)	protein_coding-promoter-TSS (YLR195C)	-292	YLR195C	YLR195C	YLR195C			NMT1			protein_coding
Interval_1307	XV	550400	550901	+	0	NA	promoter-TSS (YOR119C)	protein_coding-promoter-TSS (YOR119C)	-404	YOR119C	YOR119C	YOR119C			RIO1			protein_coding
Interval_189	IV	159169	159437	+	0	NA	promoter-TSS (YDL168W)	protein_coding-promoter-TSS (YDL168W)	-301	YDL168W	YDL168W	YDL168W			SFA1			protein_coding
Interval_549	VII	124327	124601	+	0	NA	promoter-TSS (YGL197W)	protein_coding-promoter-TSS (YGL197W)	-234	YGL197W	YGL197W	YGL197W			MDS3			protein_coding
Interval_595	VII	528430	528973	+	0	NA	promoter-TSS (YGR023W)	protein_coding-promoter-TSS (YGR023W)	-563	YGR023W	YGR023W	YGR023W			MTL1			protein_coding
Interval_1203	XIV	444489	444701	+	0	NA	promoter-TSS (YNL096C)	protein_coding-promoter-TSS (YNL096C)	-280	YNL096C	YNL096C	YNL096C			RPS7B			protein_coding
Interval_1454	XVI	789653	789835	+	0	NA	promoter-TSS (YPR126C)	protein_coding-promoter-TSS (YPR126C)	-339	YPR127W	YPR127W	YPR127W			YPR127W			protein_coding
Interval_1177	XIV	301077	302574	+	0	NA	promoter-TSS (YNL178W)	protein_coding-promoter-TSS (YNL178W)	-722	YNL179C	YNL179C	YNL179C			YNL179C			protein_coding
Interval_46	II	193449	194227	+	0	NA	promoter-TSS (YBL015W)	protein_coding-promoter-TSS (YBL015W)	-284	YBL015W	YBL015W	YBL015W			ACH1			protein_coding
Interval_834	X	646639	647318	+	0	NA	promoter-TSS (YJR119C)	protein_coding-promoter-TSS (YJR119C)	-148	YJR120W	YJR120W	YJR120W			YJR120W			protein_coding
Interval_1	I	34	709	+	0	NA	promoter-TSS (YAL068W-A)	protein_coding-promoter-TSS (YAL068W-A)	36	YAL069W	YAL069W	YAL069W			YAL069W			protein_coding
Interval_641	VII	848327	849527	+	0	NA	promoter-TSS (YGR175C)	protein_coding-promoter-TSS (YGR175C)	207	YGR176W	YGR176W	YGR176W			YGR176W			protein_coding
Interval_1283	XV	377561	378241	+	0	NA	promoter-TSS (YOR023C)	protein_coding-promoter-TSS (YOR023C)	54	YOR024W	YOR024W	YOR024W			YOR024W			protein_coding
Interval_487	V	400726	401171	+	0	NA	promoter-TSS (YER119C)	protein_coding-promoter-TSS (YER119C)	-106	YER119C	YER119C	YER119C			AVT6			protein_coding
Interval_324	IV	1318024	1319332	+	0	NA	promoter-TSS (YDR422C)	protein_coding-promoter-TSS (YDR422C)	597	YDR423C	YDR423C	YDR423C			CAD1			protein_coding
Interval_577	VII	397745	399692	+	0	NA	promoter-TSS (YGL055W)	protein_coding-promoter-TSS (YGL055W)	90	YGL055W	YGL055W	YGL055W			OLE1			protein_coding
Interval_997	XII	737186	738244	+	0	NA	promoter-TSS (YLR304C)	protein_coding-promoter-TSS (YLR304C)	-167	YLR304C	YLR304C	YLR304C			ACO1			protein_coding
Interval_653	VII	939176	939849	+	0	NA	promoter-TSS (YGR221C)	protein_coding-promoter-TSS (YGR221C)	160	snR7-S	snR7-S	snR7-S			snR7-S			snRNA
Interval_1232	XIV	672339	672517	+	0	NA	promoter-TSS (YNR024W)	protein_coding-promoter-TSS (YNR024W)	19	YNR024W	YNR024W	YNR024W			MPP6			protein_coding
Interval_1252	XV	81393	83685	+	0	NA	exon (YOL126C, exon 1 of 1)	protein_coding-exon (YOL126C, exon 1 of 1)	381	YOL126C	YOL126C	YOL126C			MDH2			protein_coding
Interval_951	XII	390469	390828	+	0	NA	promoter-TSS (YLR121C)	protein_coding-promoter-TSS (YLR121C)	-378	YLR121C	YLR121C	YLR121C			YPS3			protein_coding
Interval_229	IV	488428	489387	+	0	NA	promoter-TSS (YDR022C)	protein_coding-promoter-TSS (YDR022C)	-37	tV(UAC)D	tV(UAC)D	tV(UAC)D			tV(UAC)D			tRNA
Interval_616	VII	653903	655024	+	0	NA	promoter-TSS (YGR088W)	protein_coding-promoter-TSS (YGR088W)	-171	YGR088W	YGR088W	YGR088W			CTT1			protein_coding
Interval_878	XI	277912	278957	+	0	NA	promoter-TSS (YKL085W)	protein_coding-promoter-TSS (YKL085W)	153	YKL086W	YKL086W	YKL086W			SRX1			protein_coding
Interval_582	VII	412156	413928	+	0	NA	promoter-TSS (tV(AAC)G1)	tRNA-promoter-TSS (tV(AAC)G1)	-675	tV(AAC)G1	tV(AAC)G1	tV(AAC)G1			tV(AAC)G1			tRNA
Interval_897	XI	428833	429224	+	0	NA	promoter-TSS (YKL007W)	protein_coding-promoter-TSS (YKL007W)	-274	YKL007W	YKL007W	YKL007W			CAP1			protein_coding
Interval_1014	XII	848056	848321	+	0	NA	TTS (YLR360W)	protein_coding-TTS (YLR360W)	936	YLR361C	YLR361C	YLR361C			DCR2			protein_coding
Interval_242	IV	550773	551608	+	0	NA	promoter-TSS (YDR046C)	protein_coding-promoter-TSS (YDR046C)	-614	YDR046C	YDR046C	YDR046C			BAP3			protein_coding
Interval_1286	XV	391293	392059	+	0	NA	promoter-TSS (YOR032C)	protein_coding-promoter-TSS (YOR032C)	-500	YOR032W-A	YOR032W-A	YOR032W-A			YOR032W-A			protein_coding
Interval_804	X	415885	416081	+	0	NA	promoter-TSS (tW(CCA)J)	tRNA-promoter-TSS (tW(CCA)J)	53	tW(CCA)J	tW(CCA)J	tW(CCA)J			tW(CCA)J			tRNA
Interval_1400	XVI	302809	303028	+	0	NA	promoter-TSS (YPL131W)	protein_coding-promoter-TSS (YPL131W)	-203	YPL131W	YPL131W	YPL131W			RPL5			protein_coding
Interval_1303	XV	511297	511777	+	0	NA	promoter-TSS (YOR098C)	protein_coding-promoter-TSS (YOR098C)	-288	YOR099W	YOR099W	YOR099W			KTR1			protein_coding
Interval_403	IX	383795	384731	+	0	NA	promoter-TSS (YIR017C)	protein_coding-promoter-TSS (YIR017C)	-144	YIR017C	YIR017C	YIR017C			MET28			protein_coding
Interval_1440	XVI	666104	666403	+	0	NA	promoter-TSS (YPR050C)	protein_coding-promoter-TSS (YPR050C)	-10	YPR053C	YPR053C	YPR053C			YPR053C			protein_coding
Interval_563	VII	270972	272921	+	0	NA	promoter-TSS (YGL125W)	protein_coding-promoter-TSS (YGL125W)	-574	YGL125W	YGL125W	YGL125W			MET13			protein_coding
Interval_105	II	628527	628822	+	0	NA	promoter-TSS (YBR203W)	protein_coding-promoter-TSS (YBR203W)	-494	YBR203W	YBR203W	YBR203W			COS111			protein_coding
Interval_322	IV	1300854	1301721	+	0	NA	promoter-TSS (YDR418W)	protein_coding-promoter-TSS (YDR418W)	-329	YDR418W	YDR418W	YDR418W			RPL12B			protein_coding
Interval_9	I	67996	68992	+	0	NA	promoter-TSS (YAL040C)	protein_coding-promoter-TSS (YAL040C)	-974	YAL040C	YAL040C	YAL040C			CLN3			protein_coding
Interval_871	XI	216826	217102	+	0	NA	promoter-TSS (YKL120W)	protein_coding-promoter-TSS (YKL120W)	-380	YKL120W	YKL120W	YKL120W			OAC1			protein_coding
Interval_362	IX	99526	99861	+	0	NA	promoter-TSS (YIL133C)	protein_coding-promoter-TSS (YIL133C)	-277	YIL133C	YIL133C	YIL133C			RPL16A			protein_coding
Interval_927	XII	65352	65873	+	0	NA	promoter-TSS (YLL037W)	protein_coding-promoter-TSS (YLL037W)	-405	YLL039C	YLL039C	YLL039C			UBI4			protein_coding
Interval_673	VII	1076062	1076268	+	0	NA	promoter-TSS (YGR289C)	protein_coding-promoter-TSS (YGR289C)	339	YGR291C	YGR291C	YGR291C			YGR291C			protein_coding
Interval_759	X	94612	94997	+	0	NA	promoter-TSS (YJL174W)	protein_coding-promoter-TSS (YJL174W)	-274	YJL176C	YJL176C	YJL176C			SWI3			protein_coding
Interval_1300	XV	487052	487762	+	0	NA	promoter-TSS (YOR086C)	protein_coding-promoter-TSS (YOR086C)	-32	tN(GUU)O2	tN(GUU)O2	tN(GUU)O2			tN(GUU)O2			tRNA
Interval_1170	XIV	209930	210120	+	0	NA	promoter-TSS (YNL234W)	protein_coding-promoter-TSS (YNL234W)	-46	YNL235C	YNL235C	YNL235C			YNL235C			protein_coding
Interval_358	IX	73510	73694	+	0	NA	promoter-TSS (YIL147C)	protein_coding-promoter-TSS (YIL147C)	-149	YIL147C	YIL147C	YIL147C			SLN1			protein_coding
Interval_1289	XV	424144	424717	+	0	NA	promoter-TSS (YOR049C)	protein_coding-promoter-TSS (YOR049C)	187	YOR050C	YOR050C	YOR050C			YOR050C			protein_coding
Interval_446	V	140458	141783	+	0	NA	promoter-TSS (YEL007W)	protein_coding-promoter-TSS (YEL007W)	-302	YEL008C-A	YEL008C-A	YEL008C-A			YEL008C-A			protein_coding
Interval_657	VII	962219	962580	+	0	NA	promoter-TSS (YGR235C)	protein_coding-promoter-TSS (YGR235C)	-338	YGR235C	YGR235C	YGR235C			MIC26			protein_coding
Interval_569	VII	319767	319960	+	0	NA	promoter-TSS (tH(GUG)G2)	tRNA-promoter-TSS (tH(GUG)G2)	82	tH(GUG)G2	tH(GUG)G2	tH(GUG)G2			tH(GUG)G2			tRNA
Interval_56	II	266296	266675	+	0	NA	promoter-TSS (YBR013C)	protein_coding-promoter-TSS (YBR013C)	107	tT(AGU)B	tT(AGU)B	tT(AGU)B			tT(AGU)B			tRNA
Interval_1020	XII	921518	922588	+	0	NA	promoter-TSS (YLR399C)	protein_coding-promoter-TSS (YLR399C)	-10	YLR400W	YLR400W	YLR400W			YLR400W			protein_coding
Interval_816	X	543968	544193	+	0	NA	promoter-TSS (YJR057W)	protein_coding-promoter-TSS (YJR057W)	18	YJR057W	YJR057W	YJR057W			CDC8			protein_coding
Interval_225	IV	462361	462524	+	0	NA	promoter-TSS (YDR009W)	protein_coding-promoter-TSS (YDR009W)	160	YDR008C	YDR008C	YDR008C			YDR008C			protein_coding
Interval_1005	XII	795211	795377	+	0	NA	promoter-TSS (snR55)	snoRNA-promoter-TSS (snR55)	-270	snR57	snR57	snR57			snR57			snoRNA
Interval_1077	XIII	340969	341190	+	0	NA	promoter-TSS (YMR034C)	protein_coding-promoter-TSS (YMR034C)	-63	YMR035W	YMR035W	YMR035W			IMP2			protein_coding
Interval_938	XII	214571	215036	+	0	NA	promoter-TSS (YLR035C)	protein_coding-promoter-TSS (YLR035C)	152	tA(UGC)L	tA(UGC)L	tA(UGC)L			tA(UGC)L			tRNA
Interval_309	IV	1194998	1195379	+	0	NA	promoter-TSS (YDR359C)	protein_coding-promoter-TSS (YDR359C)	-304	YDR359C	YDR359C	YDR359C			EAF1			protein_coding
Interval_992	XII	721517	721680	+	0	NA	promoter-TSS (YLR293C)	protein_coding-promoter-TSS (YLR293C)	-168	YLR293C	YLR293C	YLR293C			GSP1			protein_coding
Interval_1099	XIII	512784	514100	+	0	NA	promoter-TSS (YMR123W)	protein_coding-promoter-TSS (YMR123W)	-151	YMR123W	YMR123W	YMR123W			PKR1			protein_coding
Interval_246	IV	568769	568980	+	0	NA	promoter-TSS (YDR058C)	protein_coding-promoter-TSS (YDR058C)	-8	tR(UCU)D	tR(UCU)D	tR(UCU)D			tR(UCU)D			tRNA
Interval_1039	XIII	37806	37984	+	0	NA	promoter-TSS (YML116W)	protein_coding-promoter-TSS (YML116W)	-301	YML116W	YML116W	YML116W			ATR1			protein_coding
Interval_154	III	209758	210335	+	0	NA	promoter-TSS (YCR045C)	protein_coding-promoter-TSS (YCR045C)	377	YCR046C	YCR046C	YCR046C			IMG1			protein_coding
Interval_1002	XII	787469	787758	+	0	NA	promoter-TSS (YLR330W)	protein_coding-promoter-TSS (YLR330W)	-51	YLR330W	YLR330W	YLR330W			CHS5			protein_coding
Interval_1396	XVI	264439	264888	+	0	NA	promoter-TSS (YPL152W)	protein_coding-promoter-TSS (YPL152W)	61	YPL152W-A	YPL152W-A	YPL152W-A			YPL152W-A			protein_coding
Interval_891	XI	379287	379805	+	0	NA	promoter-TSS (tV(AAC)K2)	tRNA-promoter-TSS (tV(AAC)K2)	-134	tV(AAC)K2	tV(AAC)K2	tV(AAC)K2			tV(AAC)K2			tRNA
Interval_328	IV	1355652	1355948	+	0	NA	promoter-TSS (YDR447C)	protein_coding-promoter-TSS (YDR447C)	-247	YDR447C	YDR447C	YDR447C			RPS17B			protein_coding
Interval_198	IV	234161	234816	+	0	NA	promoter-TSS (YDL127W)	protein_coding-promoter-TSS (YDL127W)	-439	YDL127W	YDL127W	YDL127W			PCL2			protein_coding
Interval_1372	XVI	40244	40997	+	0	NA	promoter-TSS (YPL265W)	protein_coding-promoter-TSS (YPL265W)	-423	YPL265W	YPL265W	YPL265W			DIP5			protein_coding
