chr	start	end	interval_id	num_peaks	num_samples	SPT5_T0_R1.bool	SPT5_T0_R2.bool	SPT5_T15_R1.bool	SPT5_T15_R2.bool	SPT5_T0_R1.fc	SPT5_T0_R2.fc	SPT5_T15_R1.fc	SPT5_T15_R2.fc	SPT5_T0_R1.qval	SPT5_T0_R2.qval	SPT5_T15_R1.qval	SPT5_T15_R2.qval	SPT5_T0_R1.pval	SPT5_T0_R2.pval	SPT5_T15_R1.pval	SPT5_T15_R2.pval	SPT5_T0_R1.start	SPT5_T0_R2.start	SPT5_T15_R1.start	SPT5_T15_R2.start	SPT5_T0_R1.end	SPT5_T0_R2.end	SPT5_T15_R1.end	SPT5_T15_R2.end
XV	167963	168586	Interval_1262	4	4	TRUE	TRUE	TRUE	TRUE	3.77409	3.4125	2.8612	2.94436	2.70311	2.08259	1.43568	1.5293	4.57782	3.93118	3.03271	3.1724	168055	167963	168235	168205	168320	168585	168585	168586
XV	170157	170805	Interval_1263	1	1	FALSE	TRUE	FALSE	FALSE	NA	3.1842	NA	NA	NA	1.76656	NA	NA	NA	3.52818	NA	NA	NA	170157	NA	NA	NA	170805	NA	NA
XV	181143	181774	Interval_1264	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.61435	NA	NA	NA	1.07568	NA	NA	NA	2.60451	NA	NA	NA	181143	NA	NA	NA	181774
XV	216108	216885	Interval_1265	4	4	TRUE	TRUE	TRUE	TRUE	3.894	4.33227	4.80786	3.49767	3.08975	3.6576	5.68285	2.54404	5.05513	5.73281	7.96586	4.42219	216108	216263	216339	216263	216885	216883	216733	216655
XV	218362	219162	Interval_1266	4	4	TRUE	TRUE	TRUE	TRUE	4.45925	3.25281	4.43053	4.33521	3.77123	1.8342	4.0826	3.60955	5.84738	3.61159	6.1363	5.71291	218786	218362	218774	218822	218982	218937	219009	219162
XV	230038	230298	Interval_1267	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.90291	NA	NA	NA	1.46114	NA	NA	NA	3.07962	NA	NA	NA	230038	NA	NA	NA	230298
XV	231921	234721	Interval_1268	5	4	TRUE	TRUE	TRUE	TRUE	2.98122	2.92246;3.40929	3.60401	3.71029	1.53545	1.36259;2.1418	2.67915	2.81162	3.19218	3.07537;3.98639	4.50247	4.72417	231935	232173;234198	231921	231927	232346	232530;234614	232739	234721
XV	253710	254127	Interval_1269	4	4	TRUE	TRUE	TRUE	TRUE	4.61484	4.35358	6.76852	3.02741	3.90682	4.43734	8.14115	2.23109	6.02043	6.62286	10.8094	4.0443	253712	253710	253804	253745	254120	254096	254127	254115
XV	255175	255480	Interval_1270	1	1	TRUE	FALSE	FALSE	FALSE	3.80134	NA	NA	NA	2.67757	NA	NA	NA	4.57107	NA	NA	NA	255175	NA	NA	NA	255480	NA	NA	NA
XV	267683	267976	Interval_1271	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.55962	NA	NA	NA	1.14928	NA	NA	NA	2.71855	NA	NA	NA	267683	NA	NA	NA	267976
XV	273789	274893	Interval_1272	4	4	TRUE	TRUE	TRUE	TRUE	3.30404	3.58592	4.72687	3.35607	1.99138	2.44005	4.90263	2.22174	3.74673	4.35825	7.06748	4.02425	273807	274410	273789	273807	274893	274817	274815	274755
XV	285509	285910	Interval_1273	3	3	TRUE	FALSE	TRUE	TRUE	2.78036	NA	3.35512	3.27009	1.25986	NA	2.31099	1.94191	2.87267	NA	4.10323	3.68829	285683	NA	285639	285509	285860	NA	285909	285910
XV	288181	288621	Interval_1274	2	2	TRUE	FALSE	FALSE	TRUE	3.91232	NA	NA	2.87634	3.0413	NA	NA	1.70839	4.98548	NA	NA	3.40072	288181	NA	NA	288290	288621	NA	NA	288530
XV	296298	296875	Interval_1275	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.85453	NA	NA	NA	1.5062	NA	NA	NA	3.14687	NA	NA	NA	296298	NA	NA	NA	296875
XV	304123	305164	Interval_1276	4	4	TRUE	TRUE	TRUE	TRUE	3.97847	2.93492	3.87486	3.46614	3.17451	1.57789	3.2742	2.54298	5.14899	3.30491	5.21157	4.42385	304192	304448	304123	304137	305163	305026	305164	305142
XV	312555	312819	Interval_1277	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.46651	NA	NA	NA	2.28805	NA	NA	NA	4.12337	NA	NA	NA	312555	NA	NA	NA	312819
XV	315899	316627	Interval_1278	3	3	TRUE	TRUE	FALSE	TRUE	3.17927	3.30365	NA	3.22629	1.97842	1.95913	NA	1.93096	3.72653	3.77402	NA	3.66872	315947	315899	NA	316243	316611	316590	NA	316627
XV	331322	331830	Interval_1279	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.76188	NA	NA	NA	1.28899	NA	NA	NA	2.86939	NA	NA	NA	331322	NA	NA	NA	331830
XV	343563	343761	Interval_1280	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.64542	NA	NA	NA	1.08033	NA	NA	NA	2.65062	NA	NA	NA	343563	NA	NA	NA	343761
XV	349302	349763	Interval_1281	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	2.85835	NA	NA	NA	1.41154	NA	NA	NA	3.01622	NA	NA	NA	349302	NA	NA	NA	349763	NA
XV	370931	371567	Interval_1282	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.12349	NA	NA	NA	1.77433	NA	NA	NA	3.48853	NA	NA	NA	370931	NA	NA	NA	371567
XV	377560	378241	Interval_1283	3	3	TRUE	FALSE	TRUE	TRUE	2.92818	NA	3.426	2.76415	1.44264	NA	2.41338	1.87042	3.1125	NA	4.20991	3.59144	377912	NA	377560	377938	378096	NA	378117	378241
XV	382974	383419	Interval_1284	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	3.00913	3.66876	NA	NA	1.56819	2.54504	NA	NA	3.24496	4.40983	NA	NA	383049	382974	NA	NA	383351	383419
XV	384771	385555	Interval_1285	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	3.66031	3.94965	NA	NA	2.53182	3.06184	NA	NA	4.38791	5.03437	NA	NA	384910	384771	NA	NA	385555	385543
XV	391292	392059	Interval_1286	3	3	TRUE	FALSE	TRUE	TRUE	3.05639	NA	3.31519	4.02488	1.61744	NA	2.1714	3.12823	3.31331	NA	3.93508	5.13485	391607	NA	391607	391292	391801	NA	391916	392059
XV	407865	408341	Interval_1287	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	3.41208	NA	NA	NA	2.18962	NA	NA	NA	3.95631	NA	NA	NA	407865	NA	NA	NA	408341	NA
XV	417882	418277	Interval_1288	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.67887	NA	NA	NA	1.1755	NA	NA	NA	2.70817	NA	NA	NA	417882	NA	NA	NA	418277
XV	424143	424717	Interval_1289	4	4	TRUE	TRUE	TRUE	TRUE	3.8394	3.91328	6.20036	5.77329	2.79663	2.77389	7.50567	6.22797	4.67966	4.7305	10.0744	8.76831	424258	424266	424143	424198	424567	424646	424717	424606
XV	427070	427667	Interval_1290	2	2	TRUE	FALSE	FALSE	TRUE	2.77041	NA	NA	2.99081	1.25149	NA	NA	1.58896	2.83919	NA	NA	3.24575	427070	NA	NA	427403	427411	NA	NA	427667
XV	429616	430537	Interval_1291	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.33566	NA	NA	NA	2.03268	NA	NA	NA	3.82244	NA	NA	NA	429616	NA	NA	NA	430537
XV	431759	432055	Interval_1292	2	2	TRUE	FALSE	TRUE	FALSE	3.17674	NA	2.75247	NA	1.7736	NA	1.29009	NA	3.50022	NA	2.86064	NA	431784	NA	431759	NA	432055	NA	431992	NA
XV	438737	439148	Interval_1293	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.7105	NA	NA	NA	1.21081	NA	NA	NA	2.7633	NA	NA	NA	438737	NA	NA	NA	439148
XV	443308	444494	Interval_1294	4	4	TRUE	TRUE	TRUE	TRUE	4.21835	3.29505	4.63699	3.46569	3.3117	2.01269	4.31625	2.55124	5.32652	3.84804	6.43007	4.41969	443371	443822	443308	443662	444494	444352	444184	444451
XV	446195	447051	Interval_1295	2	2	TRUE	FALSE	FALSE	TRUE	2.83395	NA	NA	4.53412	1.36232	NA	NA	3.93266	2.9952	NA	NA	6.08484	446195	NA	NA	446868	446999	NA	NA	447051
XV	461606	462887	Interval_1296	4	4	TRUE	TRUE	TRUE	TRUE	3.57431	3.27175	3.73523	3.41314	2.34387	1.87414	3.02398	2.17841	4.18447	3.67431	4.93243	3.98484	461655	462450	461630	461606	462887	462838	462867	462859
XV	471709	472496	Interval_1297	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	3.01909	NA	NA	NA	1.62778	NA	NA	NA	3.28308	NA	NA	NA	471709	NA	NA	NA	472496	NA
XV	479393	480485	Interval_1298	2	2	TRUE	FALSE	FALSE	TRUE	3.21101	NA	NA	2.98826	2.01131	NA	NA	1.83652	3.77306	NA	NA	3.55117	479868	NA	NA	479393	480044	NA	NA	480485
XV	481801	482093	Interval_1299	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	2.81525	NA	NA	NA	1.61011	NA	NA	NA	3.26511	NA	NA	NA	481801	NA	NA	NA	482093	NA
XV	487051	487762	Interval_1300	4	4	TRUE	TRUE	TRUE	TRUE	3.59444	3.53427	3.2542	4.33647	2.44998	2.24556	2.03104	3.71205	4.28905	4.11499	3.77483	5.82768	487345	487080	487318	487051	487762	487619	487538	487594
XV	494014	494928	Interval_1301	4	4	TRUE	TRUE	TRUE	TRUE	4.23723	3.48598	3.94989	3.85452	3.68189	2.20866	3.51757	2.98532	5.73271	4.03727	5.49749	4.92691	494184	494492	494014	494321	494765	494909	494788	494928
XV	504598	505860	Interval_1302	4	4	TRUE	TRUE	TRUE	TRUE	4.42333	4.75491	4.9446	4.50478	3.71485	4.13294	4.94584	4.01265	5.77674	6.322	7.1462	6.17165	505240	504598	505174	505183	505795	505596	505648	505860
XV	511296	511777	Interval_1303	4	4	TRUE	TRUE	TRUE	TRUE	3.79688	3.8406	4.47331	3.90432	2.71898	2.77776	3.96356	3.15379	4.60935	4.74887	6.00908	5.1486	511363	511363	511296	511375	511777	511619	511681	511662
XV	514145	515128	Interval_1304	3	3	TRUE	FALSE	TRUE	TRUE	2.88209	NA	3.49131	3.44105	1.41745	NA	2.5023	2.47185	3.04483	NA	4.33044	4.32524	514145	NA	514507	514146	515128	NA	514899	514975
XV	520442	520892	Interval_1305	4	4	TRUE	TRUE	TRUE	TRUE	2.83622	3.38114	4.59726	3.14581	1.34058	2.11862	4.80317	1.92311	2.95882	3.9619	6.9546	3.66226	520541	520618	520442	520618	520784	520843	520892	520810
XV	522697	522903	Interval_1306	1	1	FALSE	TRUE	FALSE	FALSE	NA	3.91955	NA	NA	NA	2.78312	NA	NA	NA	4.73853	NA	NA	NA	522697	NA	NA	NA	522903	NA	NA
XV	550399	550901	Interval_1307	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.99678	NA	NA	NA	1.60098	NA	NA	NA	3.26854	NA	NA	NA	550399	NA	NA	NA	550901
XV	578051	578519	Interval_1308	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	3.63783	NA	NA	NA	2.57227	NA	NA	NA	4.40752	NA	NA	NA	578051	NA	NA	NA	578519	NA
XV	579632	579937	Interval_1309	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	3.64427	2.73147	NA	NA	2.49737	1.20751	NA	NA	4.34485	2.79549	NA	NA	579632	579652	NA	NA	579937	579936
XV	586518	586752	Interval_1310	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.78481	NA	NA	NA	1.43921	NA	NA	NA	3.06184	NA	NA	NA	586518	NA	NA	NA	586752
XV	605919	606500	Interval_1311	3	3	TRUE	FALSE	TRUE	TRUE	3.13027	NA	3.47628	4.26359	1.67548	NA	2.34793	3.46536	3.4073	NA	4.14512	5.54048	606274	NA	605935	605919	606495	NA	606393	606500
XV	618553	619957	Interval_1312	4	4	TRUE	TRUE	TRUE	TRUE	4.25691	3.28761	3.87466	4.02497	4.25905	1.91127	4.02267	3.3472	6.40014	3.7196	6.05988	5.38798	619054	618644	618553	618584	619957	619591	619515	619613
XV	628184	628565	Interval_1313	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.63356	NA	NA	NA	1.09815	NA	NA	NA	2.63645	NA	NA	NA	628184	NA	NA	NA	628565
XV	631865	632262	Interval_1314	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.032	NA	NA	NA	1.62818	NA	NA	NA	3.29788	NA	NA	NA	631865	NA	NA	NA	632262
XV	638689	639506	Interval_1315	4	4	TRUE	TRUE	TRUE	TRUE	4.59907	3.40463	5.45941	3.80333	4.02542	2.19733	6.39302	3.08254	6.14386	4.06507	8.79	5.05152	638771	639003	638689	638709	639257	639506	639379	639349
XV	648530	649171	Interval_1316	2	2	TRUE	TRUE	FALSE	FALSE	2.68364	2.79703	NA	NA	1.14491	1.24657	NA	NA	2.71392	2.88044	NA	NA	648978	648530	NA	NA	649165	649171	NA	NA
XV	656663	656857	Interval_1317	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.65987	NA	NA	NA	1.1718	NA	NA	NA	2.72671	NA	NA	NA	656663	NA	NA	NA	656857
XV	663477	663743	Interval_1318	1	1	FALSE	TRUE	FALSE	FALSE	NA	3.36917	NA	NA	NA	2.00338	NA	NA	NA	3.84812	NA	NA	NA	663477	NA	NA	NA	663743	NA	NA
XV	670878	671422	Interval_1319	4	4	TRUE	TRUE	TRUE	TRUE	3.51779	3.28814	5.1288	4.02221	2.24762	1.89057	5.31491	3.2162	4.08123	3.68162	7.57285	5.24082	670976	671049	670878	670924	671384	671283	671422	671303
XV	678889	679177	Interval_1320	3	3	TRUE	FALSE	TRUE	TRUE	4.78909	NA	7.04036	4.79622	4.15956	NA	8.7324	4.73918	6.31917	NA	11.4984	7.04281	678948	NA	678889	678942	679174	NA	679154	679177
XV	682186	683889	Interval_1321	4	3	FALSE	TRUE	TRUE	TRUE	NA	2.95121	4.71895;4.43951	3.11021	NA	1.45223	4.40272;3.85278	1.7428	NA	3.15629	6.51094;5.89794	3.4384	NA	682368	682186;683520	682368	NA	683685	682401;683889	682769
XV	689458	689696	Interval_1322	1	1	TRUE	FALSE	FALSE	FALSE	3.32539	NA	NA	NA	1.93995	NA	NA	NA	3.72687	NA	NA	NA	689458	NA	NA	NA	689696	NA	NA	NA
XV	700948	701779	Interval_1323	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	3.32206	4.21365	NA	NA	2.09831	3.37903	NA	NA	3.84433	5.43856	NA	NA	700971	700948	NA	NA	701779	701254
XV	716922	717173	Interval_1324	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.87637	NA	NA	NA	1.49942	NA	NA	NA	3.14634	NA	NA	NA	716922	NA	NA	NA	717173
XV	742232	742605	Interval_1325	4	4	TRUE	TRUE	TRUE	TRUE	3.85448	4.88368	3.73598	3.63739	2.73494	4.41699	2.7235	2.50546	4.64284	6.60837	4.58039	4.36618	742258	742292	742232	742283	742591	742592	742605	742528
XV	757688	757880	Interval_1326	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.028	NA	NA	NA	1.59856	NA	NA	NA	3.28044	NA	NA	NA	757688	NA	NA	NA	757880
XV	761468	762583	Interval_1327	4	4	TRUE	TRUE	TRUE	TRUE	3.91825	3.76812	5.3378	3.13481	2.94196	2.54029	5.80108	1.81279	4.87003	4.49295	8.12001	3.53944	762174	761490	761855	761468	762583	762418	762543	762388
XV	769742	770660	Interval_1328	4	4	TRUE	TRUE	TRUE	TRUE	4.55949	3.21177	4.52538	3.48046	4.01148	1.82719	4.68386	2.28357	6.12289	3.57772	6.84153	4.10517	769742	769782	770196	770146	770496	770313	770456	770660
XV	772307	772567	Interval_1329	1	1	TRUE	FALSE	FALSE	FALSE	2.83553	NA	NA	NA	1.32936	NA	NA	NA	2.9574	NA	NA	NA	772307	NA	NA	NA	772567	NA	NA	NA
XV	779514	780954	Interval_1330	4	4	TRUE	TRUE	TRUE	TRUE	4.03941	3.80222	4.81956	3.74139	3.06447	2.9033	4.67228	2.97693	5.02593	4.8599	6.83692	4.93248	779514	779550	779562	779540	780893	780954	780072	780459
XV	796939	797346	Interval_1331	3	3	TRUE	FALSE	TRUE	TRUE	2.97892	NA	3.28058	4.37584	1.60509	NA	2.34388	3.79246	3.28365	NA	4.13905	5.92991	797003	NA	796943	796939	797170	NA	797298	797346
XV	812355	813775	Interval_1332	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	3.13828	NA	NA	NA	1.7697	NA	NA	NA	3.46265	NA	NA	NA	812355	NA	NA	NA	813775	NA
XV	816922	817172	Interval_1333	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.81431	NA	NA	NA	1.34946	NA	NA	NA	2.93911	NA	NA	NA	816922	NA	NA	NA	817172
XV	825168	826580	Interval_1334	4	4	TRUE	TRUE	TRUE	TRUE	3.37828	3.2055	4.94856	4.2487	2.03966	1.84301	4.89241	3.79949	3.83234	3.63292	7.07548	5.91389	825339	825662	825168	825271	826416	826071	826198	826580
XV	831961	832725	Interval_1335	3	3	TRUE	TRUE	FALSE	TRUE	2.85774	3.34602	NA	3.11811	1.37273	2.11878	NA	1.95407	2.99465	3.96433	NA	3.69527	832019	832177	NA	831961	832693	832725	NA	832554
XV	834405	835106	Interval_1336	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.57378	NA	NA	NA	1.05255	NA	NA	NA	2.54451	NA	NA	NA	834405	NA	NA	NA	835106
XV	836535	837310	Interval_1337	4	4	TRUE	TRUE	TRUE	TRUE	4.25247	4.93844	3.84898	4.81664	3.54586	4.47418	3.11978	4.46156	5.5447	6.66718	5.02622	6.70202	836535	836796	836661	836579	837006	837244	837235	837310
XV	841703	842598	Interval_1338	2	2	TRUE	FALSE	FALSE	TRUE	3.1385	NA	NA	3.32728	1.74221	NA	NA	2.06168	3.46288	NA	NA	3.83159	841703	NA	NA	842280	842592	NA	NA	842598
XV	849521	849951	Interval_1339	1	1	TRUE	FALSE	FALSE	FALSE	2.94432	NA	NA	NA	1.42472	NA	NA	NA	3.10983	NA	NA	NA	849521	NA	NA	NA	849951	NA	NA	NA
XV	866633	867172	Interval_1340	4	4	TRUE	TRUE	TRUE	TRUE	4.73453	5.37615	4.43295	4.0284	4.30608	5.51429	3.90911	3.18561	6.44676	7.81372	5.95892	5.19927	866633	866660	866665	866692	867172	867052	866929	866958
XV	877769	878286	Interval_1341	4	4	TRUE	TRUE	TRUE	TRUE	4.41747	3.13248	4.34557	3.31695	4.00947	1.66173	4.33061	2.00957	6.11162	3.42514	6.43029	3.79317	877819	877839	877835	877769	878239	878235	878286	878239
XV	880389	880874	Interval_1342	2	2	TRUE	FALSE	FALSE	TRUE	2.8662	NA	NA	2.98428	1.44504	NA	NA	1.52381	3.08767	NA	NA	3.20109	880610	NA	NA	880389	880874	NA	NA	880808
XV	881874	882512	Interval_1343	4	4	TRUE	TRUE	TRUE	TRUE	4.59788	4.98411	3.87715	5.35361	4.15735	4.48879	3.1177	5.41988	6.25663	6.72251	5.01778	7.84779	882090	882080	881874	882081	882506	882425	882418	882512
XV	891784	892173	Interval_1344	2	2	TRUE	FALSE	FALSE	TRUE	4.03185	NA	NA	2.74242	3.01379	NA	NA	1.20252	4.94399	NA	NA	2.80439	891784	NA	NA	891790	891951	NA	NA	892173
XV	901282	901631	Interval_1345	3	3	TRUE	TRUE	TRUE	FALSE	4.0132	3.86595	3.77828	NA	3.29193	2.86074	3.03349	NA	5.25187	4.84749	4.94041	NA	901282	901295	901354	NA	901515	901631	901601	NA
XV	903793	904462	Interval_1346	4	4	TRUE	TRUE	TRUE	TRUE	3.57411	4.48028	3.62822	3.659	2.4404	3.6409	2.7565	2.50033	4.29566	5.74422	4.6209	4.36542	903952	903793	904010	903985	904406	904417	904241	904462
XV	907807	909175	Interval_1347	4	4	TRUE	TRUE	TRUE	TRUE	5.05338	3.51996	6.57675	3.91654	4.79673	2.27982	8.13981	3.00176	7.02693	4.11646	10.8172	4.95992	907807	907815	908530	908548	909129	909065	909114	909175
XV	911798	912927	Interval_1348	4	4	TRUE	TRUE	TRUE	TRUE	3.97491	4.16158	3.36143	3.49084	3.1459	3.4615	2.26394	2.31954	5.09857	5.45993	4.04788	4.1538	911876	911929	911849	911798	912729	912577	912927	912240
XV	925291	925485	Interval_1349	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	2.98853	NA	NA	NA	1.62244	NA	NA	NA	3.26166	NA	NA	NA	925291	NA	NA	NA	925485	NA
XV	931256	931873	Interval_1350	3	3	FALSE	TRUE	TRUE	TRUE	NA	3.36828	3.72989	4.0648	NA	2.04098	2.80839	3.17545	NA	3.8396	4.67081	5.18479	NA	931270	931256	931270	NA	931873	931690	931495
XV	949367	949676	Interval_1351	2	2	TRUE	FALSE	TRUE	FALSE	2.97169	NA	2.93732	NA	1.50935	NA	1.51593	NA	3.16135	NA	3.14435	NA	949441	NA	949367	NA	949676	NA	949676	NA
XV	965882	966307	Interval_1352	1	1	FALSE	TRUE	FALSE	FALSE	NA	3.23694	NA	NA	NA	1.79121	NA	NA	NA	3.60063	NA	NA	NA	965882	NA	NA	NA	966307	NA	NA
XV	967916	968507	Interval_1353	4	4	TRUE	TRUE	TRUE	TRUE	4.05692	3.11679	4.965	3.27247	2.99597	1.63342	4.87002	1.94461	4.96604	3.39451	7.06332	3.7027	968005	967916	968013	967916	968231	968290	968418	968507
XV	978369	979819	Interval_1354	4	4	TRUE	TRUE	TRUE	TRUE	6.20953	6.77543	7.06489	5.37621	7.41396	8.17817	10.1111	5.67815	9.98625	10.7707	13.0708	8.13515	978380	978412	978495	978369	979642	979586	979586	979819
XV	980728	980944	Interval_1355	1	1	TRUE	FALSE	FALSE	FALSE	3.29727	NA	NA	NA	1.90759	NA	NA	NA	3.68302	NA	NA	NA	980728	NA	NA	NA	980944	NA	NA	NA
XV	987289	989663	Interval_1356	4	4	TRUE	TRUE	TRUE	TRUE	5.38505	5.54692	5.29417	5.87735	6.18145	5.78933	6.39037	6.39095	8.57262	8.08557	8.78677	8.97841	987374	987416	987289	987374	989663	989628	989630	989571
XV	1003300	1004506	Interval_1357	3	3	TRUE	TRUE	FALSE	TRUE	3.78556	3.05988	NA	2.89402	2.60044	1.56699	NA	1.41269	4.50183	3.30045	NA	3.05838	1003300	1003300	NA	1003310	1003874	1003774	NA	1004506
XV	1009623	1010071	Interval_1358	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	3.60522	3.21536	NA	NA	2.45688	2.20099	NA	NA	4.29335	3.99751	NA	NA	1009623	1009803	NA	NA	1010071	1010032
XV	1010695	1010928	Interval_1359	1	1	TRUE	FALSE	FALSE	FALSE	2.9481	NA	NA	NA	1.43759	NA	NA	NA	3.11602	NA	NA	NA	1010695	NA	NA	NA	1010928	NA	NA	NA
XV	1017731	1019425	Interval_1360	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	3.35294	2.75375	NA	NA	2.06102	1.24084	NA	NA	3.83483	2.82861	NA	NA	1017731	1018874	NA	NA	1019242	1019425
XV	1028822	1029009	Interval_1361	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.78046	NA	NA	NA	2.74998	NA	NA	NA	4.66152	NA	NA	NA	1028822	NA	NA	NA	1029009
XV	1039254	1039719	Interval_1362	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	2.90092	NA	NA	NA	1.70098	NA	NA	NA	3.37861	NA	NA	NA	1039254	NA	NA	NA	1039719	NA
XV	1042943	1043690	Interval_1363	3	3	TRUE	TRUE	FALSE	TRUE	3.99461	2.84665	NA	2.90368	3.08071	1.39335	NA	1.57877	5.02013	3.06531	NA	3.22178	1043090	1042943	NA	1043372	1043690	1043432	NA	1043681
XV	1044426	1044617	Interval_1364	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.16745	NA	NA	NA	1.80451	NA	NA	NA	3.52743	NA	NA	NA	1044426	NA	NA	NA	1044617
XV	1050797	1050975	Interval_1365	1	1	TRUE	FALSE	FALSE	FALSE	2.94432	NA	NA	NA	1.42472	NA	NA	NA	3.10983	NA	NA	NA	1050797	NA	NA	NA	1050975	NA	NA	NA
XV	1064480	1064938	Interval_1366	2	2	TRUE	FALSE	TRUE	FALSE	2.68987	NA	3.15708	NA	1.15382	NA	1.85142	NA	2.71772	NA	3.54008	NA	1064480	NA	1064737	NA	1064938	NA	1064938	NA
XV	1084225	1084483	Interval_1367	2	2	FALSE	TRUE	FALSE	TRUE	NA	5.2137	NA	3.21458	NA	4.91265	NA	1.81481	NA	7.18806	NA	3.56788	NA	1084225	NA	1084244	NA	1084483	NA	1084442
XVI	6541	6915	Interval_1368	2	2	TRUE	TRUE	FALSE	FALSE	4.68816	4.3477	NA	NA	4.00684	3.40788	NA	NA	6.1401	5.5028	NA	NA	6541	6614	NA	NA	6915	6905	NA	NA
XVI	22106	22747	Interval_1369	2	2	FALSE	TRUE	FALSE	TRUE	NA	3.3555	NA	3.73135	NA	1.99307	NA	2.65665	NA	3.81099	NA	4.57382	NA	22130	NA	22106	NA	22716	NA	22747
XVI	24581	24915	Interval_1370	2	2	TRUE	FALSE	TRUE	FALSE	3.47094	NA	3.166	NA	2.22206	NA	1.82164	NA	4.03366	NA	3.54078	NA	24749	NA	24581	NA	24915	NA	24892	NA
XVI	29898	30399	Interval_1371	3	3	TRUE	TRUE	FALSE	TRUE	3.14328	2.87892	NA	3.01683	1.70393	1.35483	NA	1.62437	3.43891	3.01504	NA	3.29061	29933	29898	NA	29990	30379	30399	NA	30392
XVI	40243	40997	Interval_1372	4	4	TRUE	TRUE	TRUE	TRUE	4.96512	3.43275	5.0789	3.55111	4.58296	2.11943	5.21662	2.43937	6.77306	3.9547	7.44559	4.30466	40328	40458	40243	40326	40787	40860	40997	40736
XVI	55956	56521	Interval_1373	4	4	TRUE	TRUE	TRUE	TRUE	4.04407	4.32073	3.73053	3.52549	3.01829	3.56901	2.71415	2.35712	4.97952	5.63095	4.5797	4.20704	56074	55956	55977	55957	56353	56517	56217	56521
XVI	66822	67812	Interval_1374	4	4	TRUE	TRUE	TRUE	TRUE	2.85018	3.12635	3.51518	3.24204	1.38416	1.68162	2.71962	1.93096	3.00985	3.4188	4.57262	3.67283	67047	67013	66983	66822	67592	67591	67812	67627
XVI	74572	75548	Interval_1375	4	4	TRUE	TRUE	TRUE	TRUE	5.40565	4.79799	4.73721	3.5979	5.9569	4.6285	4.94775	2.7557	8.31589	6.84348	7.13547	4.67354	74677	74572	74977	74964	75491	75548	75491	75277
XVI	76358	76605	Interval_1376	3	3	TRUE	TRUE	FALSE	TRUE	3.10005	5.01487	NA	5.29974	2.33314	4.83838	NA	5.47854	4.13005	7.06127	NA	7.92051	76370	76358	NA	76364	76589	76600	NA	76605
XVI	96389	96772	Interval_1377	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	3.09234	NA	NA	NA	1.73356	NA	NA	NA	3.42479	NA	NA	NA	96389	NA	NA	NA	96772	NA
XVI	98779	99537	Interval_1378	2	2	TRUE	FALSE	FALSE	TRUE	3.62475	NA	NA	2.82475	2.41119	NA	NA	1.48766	4.25584	NA	NA	3.12408	98808	NA	NA	98779	99537	NA	NA	99503
XVI	102650	103109	Interval_1379	1	1	TRUE	FALSE	FALSE	FALSE	3.09003	NA	NA	NA	1.67305	NA	NA	NA	3.36987	NA	NA	NA	102650	NA	NA	NA	103109	NA	NA	NA
