Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
NA	promoter-TSS (YOR298C-A)	protein_coding-promoter-TSS (YOR298C-A)	-343	YOR298C-A	YOR298C-A	YOR298C-A			MBF1			protein_coding
NA	promoter-TSS (YOR300W)	protein_coding-promoter-TSS (YOR300W)	57	YOR300W	YOR300W	YOR300W			YOR300W			protein_coding
NA	promoter-TSS (YOR302W)	protein_coding-promoter-TSS (YOR302W)	-572	YOR302W	YOR302W	YOR302W			YOR302W			protein_coding
NA	promoter-TSS (YOR306C)	protein_coding-promoter-TSS (YOR306C)	-547	YOR306C	YOR306C	YOR306C			MCH5			protein_coding
NA	promoter-TSS (YOR312C)	protein_coding-promoter-TSS (YOR312C)	-263	YOR312C	YOR312C	YOR312C			RPL20B			protein_coding
NA	promoter-TSS (YOR314W-A)	protein_coding-promoter-TSS (YOR314W-A)	-330	YOR314W-A	YOR314W-A	YOR314W-A			YOR314W-A			protein_coding
NA	promoter-TSS (YOR316C)	protein_coding-promoter-TSS (YOR316C)	-556	YOR316C-A	YOR316C-A	YOR316C-A			YOR316C-A			protein_coding
NA	promoter-TSS (YOR318C)	protein_coding-promoter-TSS (YOR318C)	73	YOR318C	YOR318C	YOR318C			YOR318C			protein_coding
NA	promoter-TSS (YOR324C)	protein_coding-promoter-TSS (YOR324C)	-333	YOR326W	YOR326W	YOR326W			MYO2			protein_coding
NA	promoter-TSS (YOR327C)	protein_coding-promoter-TSS (YOR327C)	-238	YOR328W	YOR328W	YOR328W			PDR10			protein_coding
NA	promoter-TSS (YOR335C)	protein_coding-promoter-TSS (YOR335C)	-251	YOR336W	YOR336W	YOR336W			KRE5			protein_coding
NA	TTS (YOR341W)	protein_coding-TTS (YOR341W)	1530	YOR342C	YOR342C	YOR342C			YOR342C			protein_coding
NA	promoter-TSS (YOR342C)	protein_coding-promoter-TSS (YOR342C)	262	YOR343C	YOR343C	YOR343C			YOR343C			protein_coding
NA	Intergenic	Intergenic	-1025	YOR344C	YOR344C	YOR344C			TYE7			protein_coding
NA	promoter-TSS (YOR346W)	protein_coding-promoter-TSS (YOR346W)	153	tP(UGG)O3	tP(UGG)O3	tP(UGG)O3			tP(UGG)O3			tRNA
NA	exon (YOR348C, exon 1 of 1)	protein_coding-exon (YOR348C, exon 1 of 1)	306	YOR348C	YOR348C	YOR348C			PUT4			protein_coding
NA	promoter-TSS (YOR354C)	protein_coding-promoter-TSS (YOR354C)	-678	YOR354C	YOR354C	YOR354C			MSC6			protein_coding
NA	promoter-TSS (YOR357C)	protein_coding-promoter-TSS (YOR357C)	-135	YOR357C	YOR357C	YOR357C			SNX3			protein_coding
NA	promoter-TSS (YOR359W)	protein_coding-promoter-TSS (YOR359W)	-377	YOR359W	YOR359W	YOR359W			VTS1			protein_coding
NA	promoter-TSS (YOR361C)	protein_coding-promoter-TSS (YOR361C)	168	YOR362C	YOR362C	YOR362C			PRE10			protein_coding
NA	promoter-TSS (YOR369C)	protein_coding-promoter-TSS (YOR369C)	-291	YOR369C	YOR369C	YOR369C			RPS12			protein_coding
NA	promoter-TSS (YOR374W)	protein_coding-promoter-TSS (YOR374W)	-353	YOR374W	YOR374W	YOR374W			ALD4			protein_coding
NA	promoter-TSS (YOR375C)	protein_coding-promoter-TSS (YOR375C)	126	YOR376W	YOR376W	YOR376W			YOR376W			protein_coding
NA	promoter-TSS (YOR376W-A)	protein_coding-promoter-TSS (YOR376W-A)	-674	YOR376W-A	YOR376W-A	YOR376W-A			YOR376W-A			protein_coding
NA	promoter-TSS (YOR380W)	protein_coding-promoter-TSS (YOR380W)	178	YOR379C	YOR379C	YOR379C			YOR379C			protein_coding
NA	promoter-TSS (YOR385W)	protein_coding-promoter-TSS (YOR385W)	-334	YOR385W	YOR385W	YOR385W			YOR385W			protein_coding
NA	promoter-TSS (YOR394C-A)	protein_coding-promoter-TSS (YOR394C-A)	15	YOR394C-A	YOR394C-A	YOR394C-A			YOR394C-A			protein_coding
NA	promoter-TSS (YPL283C)	protein_coding-promoter-TSS (YPL283C)	-721	YPL283C	YPL283C	YPL283C			YRF1-7			protein_coding
NA	promoter-TSS (YPL274W)	protein_coding-promoter-TSS (YPL274W)	-511	YPL274W	YPL274W	YPL274W			SAM3			protein_coding
NA	promoter-TSS (YPL273W)	protein_coding-promoter-TSS (YPL273W)	-339	YPL273W	YPL273W	YPL273W			SAM4			protein_coding
NA	promoter-TSS (YPL270W)	protein_coding-promoter-TSS (YPL270W)	70	YPL271W	YPL271W	YPL271W			ATP15			protein_coding
NA	promoter-TSS (YPL265W)	protein_coding-promoter-TSS (YPL265W)	-423	YPL265W	YPL265W	YPL265W			DIP5			protein_coding
NA	promoter-TSS (YPL257W-A)	protein_coding-promoter-TSS (YPL257W-A)	35	tW(CCA)P	tW(CCA)P	tW(CCA)P			tW(CCA)P			tRNA
NA	promoter-TSS (YPL255W)	protein_coding-promoter-TSS (YPL255W)	-408	YPL255W	YPL255W	YPL255W			BBP1			protein_coding
NA	promoter-TSS (YPL250C)	protein_coding-promoter-TSS (YPL250C)	-341	YPL250C	YPL250C	YPL250C			ICY2			protein_coding
NA	promoter-TSS (YPL249C-A)	protein_coding-promoter-TSS (YPL249C-A)	-243	YPL249C-A	YPL249C-A	YPL249C-A			RPL36B			protein_coding
NA	promoter-TSS (YPL241C)	protein_coding-promoter-TSS (YPL241C)	-323	YPL241C	YPL241C	YPL241C			CIN2			protein_coding
NA	promoter-TSS (YPL239W)	protein_coding-promoter-TSS (YPL239W)	-326	YPL239W	YPL239W	YPL239W			YAR1			protein_coding
NA	promoter-TSS (YPL235W)	protein_coding-promoter-TSS (YPL235W)	-178	YPL236C	YPL236C	YPL236C			ENV7			protein_coding
NA	promoter-TSS (YPL232W)	protein_coding-promoter-TSS (YPL232W)	140	YPL233W	YPL233W	YPL233W			NSL1			protein_coding
NA	promoter-TSS (YPL231W)	protein_coding-promoter-TSS (YPL231W)	-153	YPL231W	YPL231W	YPL231W			FAS2			protein_coding
NA	exon (YPL231W, exon 1 of 1)	protein_coding-exon (YPL231W, exon 1 of 1)	2480	YPL231W	YPL231W	YPL231W			FAS2			protein_coding
NA	promoter-TSS (YPL230W)	protein_coding-promoter-TSS (YPL230W)	-361	YPL230W	YPL230W	YPL230W			USV1			protein_coding
NA	promoter-TSS (YPL222W)	protein_coding-promoter-TSS (YPL222W)	-201	YPL222W	YPL222W	YPL222W			FMP40			protein_coding
NA	promoter-TSS (YPL221W)	protein_coding-promoter-TSS (YPL221W)	-441	YPL221W	YPL221W	YPL221W			FLC1			protein_coding
NA	promoter-TSS (YPL204W)	protein_coding-promoter-TSS (YPL204W)	-265	YPL206C	YPL206C	YPL206C			PGC1			protein_coding
NA	promoter-TSS (YPL196W)	protein_coding-promoter-TSS (YPL196W)	114	YPL197C	YPL197C	YPL197C			YPL197C			protein_coding
NA	TTS (YPL190C)	protein_coding-TTS (YPL190C)	151	YPL191C	YPL191C	YPL191C			YPL191C			protein_coding
NA	promoter-TSS (YPL189C-A)	protein_coding-promoter-TSS (YPL189C-A)	-270	YPL189W	YPL189W	YPL189W			GUP2			protein_coding
NA	promoter-TSS (YPL181W)	protein_coding-promoter-TSS (YPL181W)	-371	YPL183C	YPL183C	YPL183C			RTT10			protein_coding
NA	promoter-TSS (YPL179W)	protein_coding-promoter-TSS (YPL179W)	-564	YPL179W	YPL179W	YPL179W			PPQ1			protein_coding
NA	promoter-TSS (YPL177C)	protein_coding-promoter-TSS (YPL177C)	-981	YPL177C	YPL177C	YPL177C			CUP9			protein_coding
NA	promoter-TSS (YPL170W)	protein_coding-promoter-TSS (YPL170W)	-465	YPL170W	YPL170W	YPL170W			DAP1			protein_coding
NA	promoter-TSS (YPL160W)	protein_coding-promoter-TSS (YPL160W)	-329	YPL161C	YPL161C	YPL161C			BEM4			protein_coding
NA	promoter-TSS (YPL156C)	protein_coding-promoter-TSS (YPL156C)	-386	YPL156C	YPL156C	YPL156C			PRM4			protein_coding
NA	promoter-TSS (YPL152W)	protein_coding-promoter-TSS (YPL152W)	61	YPL152W-A	YPL152W-A	YPL152W-A			YPL152W-A			protein_coding
NA	promoter-TSS (YPL144W)	protein_coding-promoter-TSS (YPL144W)	-228	YPL144W	YPL144W	YPL144W			POC4			protein_coding
NA	promoter-TSS (YPL143W)	protein_coding-promoter-TSS (YPL143W)	-284	snR17b	snR17b	snR17b			snR17b			snoRNA
NA	promoter-TSS (YPL135W)	protein_coding-promoter-TSS (YPL135W)	-445	YPL135W	YPL135W	YPL135W			ISU1			protein_coding
NA	promoter-TSS (YPL131W)	protein_coding-promoter-TSS (YPL131W)	-203	YPL131W	YPL131W	YPL131W			RPL5			protein_coding
NA	promoter-TSS (YPL126W)	protein_coding-promoter-TSS (YPL126W)	-294	YPL126W	YPL126W	YPL126W			NAN1			protein_coding
NA	promoter-TSS (YPL120W)	protein_coding-promoter-TSS (YPL120W)	-183	YPL120W	YPL120W	YPL120W			VPS30			protein_coding
NA	promoter-TSS (YPL111W)	protein_coding-promoter-TSS (YPL111W)	-92	YPL111W	YPL111W	YPL111W			CAR1			protein_coding
NA	promoter-TSS (YPL097W)	protein_coding-promoter-TSS (YPL097W)	-70	YPL098C	YPL098C	YPL098C			MGR2			protein_coding
NA	promoter-TSS (YPL095C)	protein_coding-promoter-TSS (YPL095C)	-2	YPL095C	YPL095C	YPL095C			EEB1			protein_coding
NA	promoter-TSS (YPL093W)	protein_coding-promoter-TSS (YPL093W)	-114	YPL094C	YPL094C	YPL094C			SEC62			protein_coding
NA	promoter-TSS (YPL090C)	protein_coding-promoter-TSS (YPL090C)	-237	YPL090C	YPL090C	YPL090C			RPS6A			protein_coding
NA	promoter-TSS (YPL088W)	protein_coding-promoter-TSS (YPL088W)	-220	YPL089C	YPL089C	YPL089C			RLM1			protein_coding
NA	promoter-TSS (YPL081W)	protein_coding-promoter-TSS (YPL081W)	-359	YPL082C	YPL082C	YPL082C			MOT1			protein_coding
NA	promoter-TSS (YPL079W)	protein_coding-promoter-TSS (YPL079W)	158	YPL080C	YPL080C	YPL080C			YPL080C			protein_coding
NA	promoter-TSS (YPL078C)	protein_coding-promoter-TSS (YPL078C)	-288	YPL078C	YPL078C	YPL078C			ATP4			protein_coding
NA	promoter-TSS (YPL075W)	protein_coding-promoter-TSS (YPL075W)	-364	YPL075W	YPL075W	YPL075W			GCR1			protein_coding
NA	promoter-TSS (YPL066W)	protein_coding-promoter-TSS (YPL066W)	219	YPL067C	YPL067C	YPL067C			YPL067C			protein_coding
NA	promoter-TSS (YPL061W)	protein_coding-promoter-TSS (YPL061W)	237	YPL062W	YPL062W	YPL062W			YPL062W			protein_coding
NA	promoter-TSS (YPL058C)	protein_coding-promoter-TSS (YPL058C)	-760	YPL058C	YPL058C	YPL058C			PDR12			protein_coding
NA	promoter-TSS (YPL056C)	protein_coding-promoter-TSS (YPL056C)	68	YPL056C	YPL056C	YPL056C			LCL1			protein_coding
NA	promoter-TSS (YPL054W)	protein_coding-promoter-TSS (YPL054W)	-194	YPL055C	YPL055C	YPL055C			LGE1			protein_coding
NA	TTS (YPL053C)	protein_coding-TTS (YPL053C)	752	YPL054W	YPL054W	YPL054W			LEE1			protein_coding
NA	promoter-TSS (YPL048W)	protein_coding-promoter-TSS (YPL048W)	-33	YPL049C	YPL049C	YPL049C			DIG1			protein_coding
NA	promoter-TSS (YPL041C)	protein_coding-promoter-TSS (YPL041C)	59	YPL041C	YPL041C	YPL041C			YPL041C			protein_coding
NA	promoter-TSS (YPL036W)	protein_coding-promoter-TSS (YPL036W)	-320	YPL037C	YPL037C	YPL037C			EGD1			protein_coding
NA	promoter-TSS (YPL030W)	protein_coding-promoter-TSS (YPL030W)	-221	YPL031C	YPL031C	YPL031C			PHO85			protein_coding
NA	promoter-TSS (YPL028W)	protein_coding-promoter-TSS (YPL028W)	-301	YPL028W	YPL028W	YPL028W			ERG10			protein_coding
NA	promoter-TSS (YPL024W)	protein_coding-promoter-TSS (YPL024W)	205	YPL025C	YPL025C	YPL025C			YPL025C			protein_coding
NA	promoter-TSS (YPL016W)	protein_coding-promoter-TSS (YPL016W)	-243	YPL017C	YPL017C	YPL017C			IRC15			protein_coding
NA	promoter-TSS (YPL014W)	protein_coding-promoter-TSS (YPL014W)	-322	YPL014W	YPL014W	YPL014W			YPL014W			protein_coding
NA	promoter-TSS (YPL010W)	protein_coding-promoter-TSS (YPL010W)	-108	YPL011C	YPL011C	YPL011C			TAF3			protein_coding
NA	promoter-TSS (YPL003W)	protein_coding-promoter-TSS (YPL003W)	-44	YPL003W	YPL003W	YPL003W			ULA1			protein_coding
NA	promoter-TSS (YPR005C)	protein_coding-promoter-TSS (YPR005C)	-266	YPR005C	YPR005C	YPR005C			HAL1			protein_coding
NA	promoter-TSS (YPR008W)	protein_coding-promoter-TSS (YPR008W)	232	tG(GCC)P1	tG(GCC)P1	tG(GCC)P1			tG(GCC)P1			tRNA
NA	promoter-TSS (YPR010C)	protein_coding-promoter-TSS (YPR010C)	-117	tK(CUU)P	tK(CUU)P	tK(CUU)P			tK(CUU)P			tRNA
NA	TTS (YPR014C)	protein_coding-TTS (YPR014C)	763	YPR014C	YPR014C	YPR014C			YPR014C			protein_coding
NA	promoter-TSS (YPR015C)	protein_coding-promoter-TSS (YPR015C)	-357	YPR015C	YPR015C	YPR015C			YPR015C			protein_coding
NA	promoter-TSS (YPR017C)	protein_coding-promoter-TSS (YPR017C)	-215	YPR017C	YPR017C	YPR017C			DSS4			protein_coding
NA	promoter-TSS (YPR029C)	protein_coding-promoter-TSS (YPR029C)	-425	YPR029C	YPR029C	YPR029C			APL4			protein_coding
NA	promoter-TSS (YPR035W)	protein_coding-promoter-TSS (YPR035W)	-653	YPR035W	YPR035W	YPR035W			GLN1			protein_coding
NA	promoter-TSS (YPR038W)	protein_coding-promoter-TSS (YPR038W)	354	YPR036W-A	YPR036W-A	YPR036W-A			SPO24			protein_coding
NA	promoter-TSS (YPR042C)	protein_coding-promoter-TSS (YPR042C)	-224	YPR043W	YPR043W	YPR043W			RPL43A			protein_coding
NA	promoter-TSS (YPR049C)	protein_coding-promoter-TSS (YPR049C)	11	YPR051W	YPR051W	YPR051W			MAK3			protein_coding
NA	promoter-TSS (YPR050C)	protein_coding-promoter-TSS (YPR050C)	-10	YPR053C	YPR053C	YPR053C			YPR053C			protein_coding
NA	promoter-TSS (YPR063C)	protein_coding-promoter-TSS (YPR063C)	-38	YPR064W	YPR064W	YPR064W			YPR064W			protein_coding
NA	TTS (YPR066W)	protein_coding-TTS (YPR066W)	146	YPR067W	YPR067W	YPR067W			ISA2			protein_coding
NA	promoter-TSS (YPR072W)	protein_coding-promoter-TSS (YPR072W)	211	tS(UGA)P	tS(UGA)P	tS(UGA)P			SUP16			tRNA
NA	promoter-TSS (YPR074C)	protein_coding-promoter-TSS (YPR074C)	289	YPR074W-A	YPR074W-A	YPR074W-A			YPR074W-A			protein_coding
NA	promoter-TSS (YPR078C)	protein_coding-promoter-TSS (YPR078C)	-65	YPR079W	YPR079W	YPR079W			MRL1			protein_coding
NA	promoter-TSS (YPR080W)	protein_coding-promoter-TSS (YPR080W)	-371	YPR080W	YPR080W	YPR080W			TEF1			protein_coding
NA	TTS (YPR081C)	protein_coding-TTS (YPR081C)	791	YPR080W	YPR080W	YPR080W			TEF1			protein_coding
NA	promoter-TSS (YPR102C)	protein_coding-promoter-TSS (YPR102C)	-279	YPR102C	YPR102C	YPR102C			RPL11A			protein_coding
NA	promoter-TSS (YPR109W)	protein_coding-promoter-TSS (YPR109W)	18	YPR109W	YPR109W	YPR109W			YPR109W			protein_coding
NA	promoter-TSS (YPR112C)	protein_coding-promoter-TSS (YPR112C)	-37	YPR113W	YPR113W	YPR113W			PIS1			protein_coding
NA	TTS (YPR118W)	protein_coding-TTS (YPR118W)	109	tK(UUU)P	tK(UUU)P	tK(UUU)P			tK(UUU)P			tRNA
NA	promoter-TSS (YPR119W)	protein_coding-promoter-TSS (YPR119W)	-803	YPR119W	YPR119W	YPR119W			CLB2			protein_coding
NA	promoter-TSS (YPR120C)	protein_coding-promoter-TSS (YPR120C)	67	tC(GCA)P2	tC(GCA)P2	tC(GCA)P2			tC(GCA)P2			tRNA
NA	promoter-TSS (YPR126C)	protein_coding-promoter-TSS (YPR126C)	-339	YPR127W	YPR127W	YPR127W			YPR127W			protein_coding
NA	promoter-TSS (YPR128C)	protein_coding-promoter-TSS (YPR128C)	-207	YPR129W	YPR129W	YPR129W			SCD6			protein_coding
NA	promoter-TSS (YPR130C)	protein_coding-promoter-TSS (YPR130C)	-212	YPR131C	YPR131C	YPR131C			NAT3			protein_coding
NA	promoter-TSS (YPR138C)	protein_coding-promoter-TSS (YPR138C)	-365	YPR138C	YPR138C	YPR138C			MEP3			protein_coding
NA	promoter-TSS (YPR144C)	protein_coding-promoter-TSS (YPR144C)	351	snR45	snR45	snR45			snR45			snoRNA
NA	promoter-TSS (YPR145C-A)	protein_coding-promoter-TSS (YPR145C-A)	274	YPR146C	YPR146C	YPR146C			YPR146C			protein_coding
NA	promoter-TSS (YPR148C)	protein_coding-promoter-TSS (YPR148C)	-818	YPR148C	YPR148C	YPR148C			YPR148C			protein_coding
NA	promoter-TSS (YPR157W)	protein_coding-promoter-TSS (YPR157W)	-398	YPR157W	YPR157W	YPR157W			TDA6			protein_coding
NA	promoter-TSS (YPR158C-C)	protein_coding-promoter-TSS (YPR158C-C)	-232	YPR158C-C	YPR158C-C	YPR158C-C			YPR158C-C			protein_coding
NA	promoter-TSS (YPR159C-A)	protein_coding-promoter-TSS (YPR159C-A)	-55	YPR159C-A	YPR159C-A	YPR159C-A			YPR159C-A			protein_coding
NA	promoter-TSS (YPR163C)	protein_coding-promoter-TSS (YPR163C)	-373	YPR163C	YPR163C	YPR163C			TIF3			protein_coding
NA	promoter-TSS (YPR169W-A)	protein_coding-promoter-TSS (YPR169W-A)	-140	YPR170W-B	YPR170W-B	YPR170W-B			YPR170W-B			protein_coding
NA	promoter-TSS (YPR173C)	protein_coding-promoter-TSS (YPR173C)	-25	YPR173C	YPR173C	YPR173C			VPS4			protein_coding
NA	promoter-TSS (YPR181C)	protein_coding-promoter-TSS (YPR181C)	-230	YPR182W	YPR182W	YPR182W			SMX3			protein_coding
NA	promoter-TSS (YPR181C)	protein_coding-promoter-TSS (YPR181C)	90	YPR182W	YPR182W	YPR182W			SMX3			protein_coding
NA	promoter-TSS (YPR184W)	protein_coding-promoter-TSS (YPR184W)	-291	YPR184W	YPR184W	YPR184W			GDB1			protein_coding
NA	promoter-TSS (YPR192W)	protein_coding-promoter-TSS (YPR192W)	-760	YPR192W	YPR192W	YPR192W			AQY1			protein_coding
NA	promoter-TSS (YPR195C)	protein_coding-promoter-TSS (YPR195C)	-42	YPR195C	YPR195C	YPR195C			YPR195C			protein_coding
NA	promoter-TSS (YPR202W)	protein_coding-promoter-TSS (YPR202W)	-333	YPR202W	YPR202W	YPR202W			YPR202W			protein_coding
